timestamp,text,start_time,end_time
"(1061.8, 1066.96)", the healthy near shore environment where our lemur grows and with that,1061.8,1066.96
"(1066.96, 1074.24)", thank you very much kevin um does the commissioners have any questions for the,1066.96,1074.24
"(1074.24, 1086.24)", testify okay i see no hands up um next person is hokua Pellegrino? Can we let Hokuau in?,1074.24,1086.24
"(1086.24, 1087.94)"," Hokuau isn't here, Chair.",1086.24,1087.94
"(1087.94, 1089.34)"," Okay, I'm sorry.",1087.94,1089.34
"(1089.34, 1090.78)", Leimana Damate?,1089.34,1090.78
"(1091.74, 1093.5)"," Leimana is not here, Chair.",1091.74,1093.5
"(1093.5, 1096.36)", She's in the boardroom.,1093.5,1096.36
"(1096.36, 1097.2)", Thank you.,1096.36,1097.2
"(1099.86, 1101.44)"," Aloha, Chair. Aloha.",1099.86,1101.44
"(1101.44, 1102.8)", Leimana Damate.,1101.44,1102.8
"(1102.8, 1108.48)", I'm the Luna Alakai Executive Director for the hawaii state ahamoku i'd like,1102.8,1108.48
"(1108.48, 1118.16)", to say aloha to me we've known each other a long time um i will keep my testimony short because i,1108.48,1118.16
"(1118.16, 1125.44)", know i press for time uh we stand on our written testimony and this is with the advice and knowledge of the eight,1118.16,1125.44
"(1126.08, 1135.04)", po'o for the eight islands in the pai aina who represent 46 traditional moku and 606,1126.08,1135.04
"(1135.68, 1145.52)", traditional ahupua'a their boundaries are designated by the geography and the topography of the area.,1135.68,1145.52
"(1145.52, 1152.14)"," So in my testimony there, we noted just four specific things I just wanted to briefly touch",1145.52,1152.14
"(1152.14, 1153.14)", on.,1152.14,1153.14
"(1153.14, 1160.28)", And the first one is there is a list of the Pai Island that so you have a better idea,1153.14,1160.28
"(1160.28, 1166.32)", of the scope of the water commission and their responsibility to the native hawaiian,1160.28,1166.32
"(1167.28, 1173.44)", community on the islands so that's just so that you have a better idea of what that is,1167.28,1173.44
"(1174.24, 1180.88)", the next thing that i have in the packet is the resolution from the association of hawaiian civic,1174.24,1180.88
"(1180.88, 1187.44)", clubs that was passed in november of 2022 at convention in seattle washington,1180.88,1187.44
"(1188.08, 1194.08)", there were 67 clubs that were represented the delegates for those clubs and there was a,1188.08,1194.08
"(1194.64, 1206.64)", unanimous support for kalaya manuel to continue as the deputy director for the water commission then the third thing i wanted to just remind the,1194.64,1206.64
"(1206.64, 1213.44)", commission is of the osha wealth issues and has been going on for the past two three years now,1206.64,1213.44
"(1214.16, 1221.76)", and what's really significant about that is that kaleo is the one that looked at the wishes of the,1214.16,1221.76
"(1221.76, 1227.38)", people that would ask the developer if they're going to drill a well or if,1221.76,1227.38
"(1227.38, 1234.82)", they're going to pull the water from any of our streams or anything they would have to talk to,1227.38,1234.82
"(1234.82, 1242.32)", the people the Native Hawaiian communities of that place they would have to look at the impact that,1234.82,1242.32
"(1242.32, 1247.92)", that amount of water has been drawn out on the practitioners and I don't only,1242.32,1247.92
"(1247.92, 1254.94)", talk about the Mahi'a of the La Bahia but the deep ocean because the water that comes out into the,1247.92,1254.94
"(1254.94, 1268.88)", ocean impacts the practices and that's usually not looked at the other important thing about that issue is that mr deputy kaleo has asked that each developer give,1254.94,1268.88
"(1268.88, 1276.48)", back to the watershed that gives us the water that we need and that has never been done before,1268.88,1276.48
"(1277.2, 1286.8)", so that is very much appreciated the last thing i wanted to touch on is the kapa'a ka'i'a supreme court law that was,1277.2,1286.8
"(1286.8, 1296.72)", passed in the year 2000 and um deputy kalil manuel has made it a point that anyone that is applying,1286.8,1296.72
"(1296.72, 1306.36)", for a well a stream diversion or any kind of impact on the public waters of the public trust follows the findings of that conclusions of law,1296.72,1306.36
"(1306.36, 1315.42)", of the kapaa'akai supreme court and that has given open the door to our own people in a way that,1306.36,1315.42
"(1315.42, 1327.44)", we've all been looking for for many many years so that is happening because of that the hawaii state alhamdul strongly supports kaleo manuel as his,1315.42,1327.44
"(1327.44, 1334.32)", deputy director and um we hope to keep them so thank you thank you very much,1327.44,1334.32
"(1337.52, 1349.12)", do the commissioners have any questions of mr mate thank you so very much for your testimony um the next person that signed up is,1337.52,1349.12
"(1349.68, 1358.08)", kanoy lani stewart is she on the line uh no no chair we do not have uh all right,1349.68,1358.08
"(1358.64, 1371.12)", uh the next person oh thank you is uh keikai keahi is he on the line uh no chair okay that's okay the next person is,1358.64,1371.12
"(1371.12, 1379.92)", wayne chung tanaka hi good uh oh there we go uh good afternoon uh chair chang members of the water,1371.12,1379.92
"(1379.92, 1385.92)", commission wayne uh tanaka testifying on behalf of the Sierra Club of Hawaii. We're testifying in,1379.92,1385.92
"(1385.92, 1392.58)"," strong support of Deputy Emanuele's continued service on the Water Commission. As you know,",1385.92,1392.58
"(1392.64, 1399.8)"," I think four years ago, I was testifying in support of his appointment as a member, as a",1392.64,1399.8
"(1399.8, 1404.5)"," representative of the Office of Water Affairs, and we noted, you know, his extensive experience as a",1399.8,1404.5
"(1404.5, 1405.32)"," planner with the Department of Flying Homelands, his deep knowledge of the Office of Hawaiian Affairs. And we noted his extensive experience as a planner",1404.5,1405.32
"(1405.32, 1407.38)"," with the Department of Hawaiian Homelands,",1405.32,1407.38
"(1407.38, 1410.06)", his deep knowledge of the state water code,1407.38,1410.06
"(1410.06, 1411.26)"," and the public trust doctrine,",1410.06,1411.26
"(1411.26, 1413.22)"," which he garnered through that work,",1411.26,1413.22
"(1413.22, 1415.44)", and as well as his personal connection,1413.22,1415.44
"(1415.44, 1416.96)", with Hawaiian cultural practices.,1415.44,1416.96
"(1416.96, 1421.4)", And numerous other testifiers also noted,1416.96,1421.4
"(1421.4, 1423.04)", his solutions-driven approach,1421.4,1423.04
"(1426.48, 1432.24)", and how he was a particularly filling candidate and four years later you know i think we can confidently say that our,1426.48,1432.24
"(1432.24, 1439.36)", recommendations have borne out um you know almost better than expected uh um you know i just wanted,1432.24,1439.36
"(1439.36, 1445.52)", to highlight you know in our testimony and i think in others testimonies you'll hear today uh you know deputy,1439.36,1445.52
"(1445.52, 1453.76)", manuel's uh um you know demonstrated ability to help the commission uh really accomplish some,1445.52,1453.76
"(1453.76, 1459.36)", truly historic things make some historic progress in the last four years um you know we have,1453.76,1459.36
"(1459.36, 1465.52)", interim stream flow standards now for you know for east maui uh for west maui we have water management,1459.36,1465.52
"(1465.52, 1470.24)", designation for west maui we have uh updated in stream flow standards for here stream on oahu for,1465.52,1470.24
"(1470.24, 1477.44)", waiole stream and koi you know all these things are going to be so helpful and so important for,1470.24,1477.44
"(1477.44, 1483.28)", our island's sustainability and the resilience going forward for generations and so um really,1477.44,1483.28
"(1483.28, 1485.12)", you know the water code has waited 40 years for,1483.28,1485.12
"(1485.12, 1491.04)", someone like uh deputy manuel to to be here and especially with ongoing issues like the red hill,1485.12,1491.04
"(1491.04, 1496.56)", crisis with our looming um you know with the climate crisis we really need you know folks,1491.04,1496.56
"(1496.56, 1501.76)", like him and and deputy manuel in particular to be able to continue his work as uh the deputy and,1496.56,1501.76
"(1501.76, 1506.16)", administrative water commission um and so for those reasons we strongly support and,1501.76,1506.16
"(1506.16, 1511.76)", and respectfully but strongly urge your confirmation of his appointment today thank you,1506.16,1511.76
"(1512.72, 1516.72)", thank you Mr. Tanaka do the commissioners have any questions for Mr. Tanaka,1512.72,1516.72
"(1518.48, 1525.88)", thank you for your testimony the next person I have is Karen Kanekoa.,1518.48,1525.88
"(1525.88, 1528.44)", Is she on the line?,1525.88,1528.44
"(1528.44, 1530.88)"," Oh, I see her.",1528.44,1530.88
"(1530.88, 1531.88)", Aloha.,1530.88,1531.88
"(1531.88, 1532.88)", Aloha.,1531.88,1532.88
"(1532.88, 1533.88)", My name is Karen Kanekoa.,1532.88,1533.88
"(1533.88, 1534.88)", I'm from Maui.,1533.88,1534.88
"(1534.88, 1535.88)", I live in Honokohau Valley in the Moku of Kaanapali.,1534.88,1535.88
"(1535.88, 1536.88)", I'm from the Moku of Kaanapali.,1535.88,1536.88
"(1536.88, 1537.88)", I'm from the Moku of Kaanapali.,1536.88,1537.88
"(1537.88, 1538.88)", I'm from the Moku of Kaanapali.,1537.88,1538.88
"(1538.88, 1539.88)", I'm from the Moku of Kaanapali.,1538.88,1539.88
"(1539.88, 1540.88)", I'm from the Moku of Kaanapali.,1539.88,1540.88
"(1540.88, 1541.88)", I'm from the Moku of Kaanapali.,1540.88,1541.88
"(1541.88, 1542.88)", I'm from the Moku of Kaanapali.,1541.88,1542.88
"(1542.88, 1543.88)", I'm from the Moku of Kaanapali.,1542.88,1543.88
"(1543.88, 1544.88)", I'm from the Moku of Kaanapali.,1543.88,1544.88
"(1544.88, 1550.0)", I'm from the Moku of Kaanapali. I'm from the Moku of Kaanapali. I'm from the Moku of Kaanapali. I'm from the Moku of Ka in Honokohau Valley in the Moku'o of Ka'anapali.,1544.88,1550.0
"(1550.0, 1585.84)"," I'm testifying today in strong support of the appointment of Kaleo Manuel as first deputy to the invested and committed to responsibly and proactively caring for not only the kumu bai of our pae aina, but also our kai aulu and lahui who depend on our water resources. resources we respect and appreciate and mahalo kaleo for always being transparent and funnel",1550.0,1585.84
"(1586.4, 1591.2)", and for always genuinely listening to our concerns and for putting our natural resources first,1586.4,1591.2
"(1591.2, 1598.08)", mahalo nui without by we are nothing and we know that this kulana this job requires a special and,1591.2,1598.08
"(1598.08, 1603.44)", skilled individual someone who has the knowledge and ability to work effectively and fairly with,1598.08,1603.44
"(1603.44, 1605.76)", this community and always putting,1603.44,1605.76
"(1605.76, 1611.36)", our natural resources and those who rely on them first and foremost and in my opinion kaleo does,1605.76,1611.36
"(1611.36, 1627.5)", all of this and much more so i all do a upon oh yeah oh hello does any of the commissioners have any questions for Ms. Kanekoa? Thank you so much for your testimony. Mahalo.,1611.36,1627.5
"(1628.82, 1633.14)", The next person that signed up is Isaac Mariwaki.,1628.82,1633.14
"(1634.36, 1634.92)", Here.,1634.36,1634.92
"(1635.4, 1636.06)"," Oh, I'm sorry.",1635.4,1636.06
"(1636.92, 1638.84)", In person. Please take a seat.,1636.92,1638.84
"(1639.14, 1639.46)", Thank you.,1639.14,1639.46
"(1640.16, 1641.72)"," Good afternoon, Chair Allen.",1640.16,1641.72
"(1641.72, 1641.94)", Good afternoon.,1641.72,1641.94
"(1642.34, 1642.74)", Chang.,1642.34,1642.74
"(1643.4, 1644.3)"," Chang, sorry.",1643.4,1644.3
"(1647.52, 1655.12)"," And members of the commission, Happy New everybody nice seeing you this year and here's to a good 2023. isaac moriwaki for earth justice",1647.52,1655.12
"(1655.12, 1659.28)", and i'll keep this short since we all know that kaleo needs to get back to work,1655.12,1659.28
"(1661.04, 1669.0)", and also because i'm sure you don't need any encouragement reminder of how he's objectively truly the best choice for this job.,1661.04,1669.0
"(1669.0, 1687.1)"," All these supporters these well wishers, we see how with Cleo as deputy commission has stepped up his commitment and its progress in fully and fulfilling its public trust's kuleana. Of course, credit should go to the commissioners themselves",1669.0,1687.1
"(1687.1, 1690.94)"," and all the commissions dedicated and hardworking staff,",1687.1,1690.94
"(1690.94, 1693.32)", but today is Kaleo's day.,1690.94,1693.32
"(1694.34, 1698.4)", So as a decades long advocate for the public trust,1694.34,1698.4
"(1698.4, 1701.68)"," and an admirer of true public servants,",1698.4,1701.68
"(1701.68, 1703.24)", I'm glad that the commission,1701.68,1703.24
"(1703.24, 1706.0)", is keeping the band together here with K kaleo continuing under the new administration.,1703.24,1706.0
"(1708.0, 1728.8)"," Mayor Mrakas, he's worked hard over the years to grow into this role and we all need him to help lead the Commission and following through on the hard work ahead so mahalo kaleo and mahalo commissioners for voting to confirm",1708.0,1728.8
"(1731.44, 1733.04)", does the commissioners have any questions for Mr. Moriwaki,1731.44,1733.04
"(1751.96, 1760.48)"," thank you so much for your testimony thank you the next person is Dr. Kamana Mai Kalani-Beamer. I'm a former eight-year two-term water commissioner, served to the best of my abilities with many",1751.96,1760.48
"(1760.48, 1763.06)", of you here in this room.,1760.48,1763.06
"(1763.06, 1765.62)"," And a pleasure to meet you, Chair, and appreciate the work that everyone is here in this room and a pleasure to meet you chair",1763.06,1765.62
"(1765.62, 1769.32)", and appreciate the work that everyone is doing,1765.62,1769.32
"(1769.32, 1771.14)", in this capacity.,1769.32,1771.14
"(1771.14, 1775.66)", I'm here just to strongly support,1771.14,1775.66
"(1775.66, 1779.22)", with the utmost confidence the appointment of Kaleo,1775.66,1779.22
"(1779.22, 1781.98)", to continue as deputy.,1779.22,1781.98
"(1781.98, 1788.7)", I think it's critical to just continue the momentum that he's been able to,1781.98,1788.7
"(1788.7, 1797.48)"," achieve. Kaleo is one of the best facilitators I've known. As we all know, our positive and",1788.7,1797.48
