timestamp,text,start_time,end_time
"(270.9, 272.86)"," So whoever's sitting next to Kaleo,",270.9,272.86
"(272.92, 274.16)", if you could start first.,272.92,274.16
"(275.66, 276.52)", Larry Meike.,275.66,276.52
"(278.42, 279.48)", Neil Hammons.,278.42,279.48
"(280.3, 281.58)", Aurora Kagawa-Fediani.,280.3,281.58
"(282.56, 283.4)", Kathleen Ho.,282.56,283.4
"(284.9, 287.92)"," And on remote, Wayne.",284.9,287.92
"(288.74, 292.28)"," Good morning, Wayne Kataeama, and here alone.",288.74,292.28
"(293.32, 297.28)"," And again, Don Shang, Chair, and I am here alone too.",293.32,297.28
"(297.98, 305.76)", I would like us to all welcome Commissioner Larry Miiki for his first meeting before with the Commission.,297.98,305.76
"(306.8, 314.32)"," And again, thank you all for I'm hoping that I'm going to get this remote thing without too many",306.8,314.32
"(314.32, 320.08)", glitches. I'd also like to introduce the staff and I don't and again I can't see everybody on the,314.32,320.08
"(320.08, 327.76)", other side but we have Deputy Kaleo Manuel and Kathy Yota is our secretary and we have deputy,320.08,327.76
"(327.76, 334.64)", attorney general Kalman Lau and as the staff present do their presentations I'll ask them to,327.76,334.64
"(334.64, 342.88)", introduce themselves I'd like to do agenda items protocol we will hear items generally in the,334.64,342.88
"(342.88, 346.76)", following order that's been posted on the agenda.,342.88,346.76
"(346.76, 349.88)", Unless there's been a request for an item to be moved up.,346.76,349.88
"(349.88, 355.9)"," Ms. Yota, has there been any agenda items that have been withdrawn or asked to be moved",349.88,355.9
"(355.9, 356.9)", up?,355.9,356.9
"(356.9, 357.9)", No.,356.9,357.9
"(357.9, 358.9)", All right.,357.9,358.9
"(358.9, 359.9)", Thank you so much.,358.9,359.9
"(359.9, 368.0)"," So the first item on the agenda is the approval of the minutes of June, 2,023.",359.9,368.0
"(368.0, 373.0)", Item name. Do you have any questions or comments?,368.0,373.0
"(373.0, 387.44)"," Yes, how are you doing this? So I just have non-substantive corrections.",373.0,387.44
"(388.6, 391.78)"," And Commissioner Viviani, will you provide those comments to the staff?",388.6,391.78
"(391.78, 392.78)", Yes.,391.78,392.78
"(392.78, 394.04)", Very good.,392.78,394.04
"(394.04, 396.58)", Do I have any other comments from the commissioners?,394.04,396.58
"(399.56, 401.82)", I don't hear or see any.,399.56,401.82
"(403.16, 404.4)", Is there a motion?,403.16,404.4
"(407.92, 415.12)", So moved. Motion has been made is there a second second all right a motion has been made and seconded,407.92,415.12
"(415.12, 423.76)", to approve the minutes of june 20 of june 20th 2023 i'm going to since this is the first vote,415.12,423.76
"(423.76, 426.96)", we will do it by roll call so uh kathy could you do,423.76,426.96
"(426.96, 446.0)", the roll call please larry mcchristian oh since i wasn't here for that they'll just uh that's thing Aye. Aye. Aye.,426.96,446.0
"(446.0, 448.0)", Aye.,446.0,448.0
"(448.0, 450.0)", Thank you very much.,448.0,450.0
"(450.0, 468.0)"," I am sorry, I did want to say that we have one more Commissioner, Paul Meyer the agenda is item number b1 it is the navy",450.0,468.0
"(469.28, 476.56)", navy region and navy facilities overviews updates of red hill remediation enclosure red hill shaft,469.28,476.56
"(476.56, 485.12)"," recovery and monitoring and monitoring well development and water data. I think General Hashimoto, you are at the table.",476.56,485.12
"(485.12, 486.82)"," Again, thank you very much.",485.12,486.82
"(486.82, 490.9)", This is a second update to the Water Commission.,486.82,490.9
"(490.9, 495.44)", We have greatly appreciated the Navy appearance,490.9,495.44
"(495.44, 498.06)", before the commission intended to provide us,495.44,498.06
"(498.06, 501.26)", some good information about the current status,498.06,501.26
"(501.26, 507.92)", of the cleanup at Red Hill. So go go ahead general hashimoto if you could also,501.26,507.92
"(507.92, 514.8)", introduce your staff uh aloha chair chang uh deputy chairman well commissioners ladies and,507.92,514.8
"(514.8, 521.36)", gentlemen my name is major general mark hashimoto i represent the united states indo-pacific command,514.8,521.36
"(521.36, 526.56)", and mahalo for this opportunity to provide updates on matters that,521.36,526.56
"(526.56, 531.12)", are directly related to the water itself and that are also forward-looking we're going to provide,526.56,531.12
"(531.12, 537.2)", updates on red hill site remediation enclosure shaft recovery and monitoring and monitoring,531.12,537.2
"(537.2, 546.0)", well development as well as water data as chair chang mentioned the last time we were here was meeting on March 21st.,537.2,546.0
"(546.0, 561.0)"," During that meeting, we had a few follow-ups to besides providing a general update periodically, and those had to do with soil vapor extraction as well as GAC flow optimization.",546.0,561.0
"(561.0, 565.84)", So those will be covered along as well as the general update as part of today's,561.0,565.84
"(565.84, 574.24)", brief what i'd like to start with before we get into the specifics of the agenda item is i'd like,565.84,574.24
"(574.24, 588.32)", to have the joint task force red hill provide an update on the defueling operations and we'll start with lieutenant colonel wino good morning,574.24,588.32
"(588.32, 599.32)", i am the new staff task force i replaced colonel kevin williams who beat you last time,588.32,599.32
"(599.32, 607.92)", in march although new to the position i am not new uh to the joint task force i joined the joint,599.32,607.92
"(607.92, 613.92)", task force when it was stood up in september and i've been serving as admiral wade's executive,607.92,613.92
"(613.92, 619.6)", assistant and a planner on the team thank you for the opportunity to provide an update,613.92,619.6
"(623.68, 627.68)", as you know the mission is for the joint Task Force to safely and expeditiously defuel,623.68,627.68
"(627.68, 634.16)", the Red Hill facility and to rebuild the trust with the people of Hawaii.,627.68,634.16
"(634.16, 641.48)"," When we assume this mission, Admiral Wade was committed to building a plan to iterate",634.16,641.48
"(641.48, 647.2)", and increase our understanding of that plan to learn in partnership with the regulators,641.48,647.2
"(647.2, 655.36)", find ways to help the process to start and finish earlier next slide please,647.2,655.36
"(657.76, 666.96)", as you may remember this is our integrated master schedule and i want to draw your attention to the yellow box on the top from what we updated,657.76,666.96
"(666.96, 674.48)", you left last time we are on plan to commence gravity defueling starting in august october,666.96,674.48
"(674.48, 686.88)", of 2023 with the completion date of january of 2024. this is five months earlier than briefed last time this process will remove 104,674.48,686.88
"(687.44, 691.6)", million gallons or approximately 99 of the fuel in the facility,687.44,691.6
"(695.12, 706.86)"," we realize that there still remains a substantial amount of fuel approximately 100 000 100,000 gallons when we complete this phase.",695.12,706.86
"(708.82, 713.16)"," And we are, to be clear, we will remove every last drop of fuel from the facility.",708.82,713.16
"(713.16, 717.22)", We are currently in planning to determine how best,713.16,717.22
"(717.22, 720.18)", to safely and expeditiously remove that residual fuel.,717.22,720.18
"(721.38, 730.48)", And we will add additional supplements to complete that plan that will address all actions,721.38,730.48
"(730.48, 731.48)", to remove that fuel.,730.48,731.48
"(731.48, 735.24)", I want to draw your attention to the plans line.,731.48,735.24
"(735.24, 738.18)", A couple of key points along this one.,735.24,738.18
"(738.18, 748.32)"," First in May, defuel supplement two was submitted by or was released by the department of defense on may 16th and that plan",738.18,748.32
"(749.04, 754.88)", outlines how we are going to execute the fueling operations on this accelerated timeline,749.04,754.88
"(756.08, 761.76)", since that release it has since been approved by the department of health and the environmental,756.08,761.76
"(761.76, 766.0)", protection agency moving a little bit further to the right in july,761.76,766.0
"(766.0, 770.88)", you'll see a decision point for tankers for the october start date we did in fact meet all,766.0,770.88
"(770.88, 776.08)", conditions for that decision point navarro aquilino informed the secretary of defense,770.88,776.08
"(776.96, 786.48)", and also the defense logistics agencies to move forward with the contracting actions to have tankers online for this accelerated start date.,776.96,786.48
"(793.28, 798.4)", I'm moving down to the response line down in July. You'll see a fueling spill. That was our final interagency exercise that we just completed on the 13th of this month.,793.28,798.4
"(799.28, 806.5)", We are currently training our roving security and fire watch teams to complete a culminating capstone event.,799.28,806.5
"(806.5, 811.18)"," You can move a couple diamonds to the right for the fire watch capstone event in August,",806.5,811.18
"(811.48, 813.84)", which we conducted on the 16th and 17th.,811.48,813.84
"(815.52, 818.6)", I'm moving down towards the bottom on the NEPA line.,815.52,818.6
"(819.12, 822.84)"," Since our last update, we completed the 30-day public comment period in June,",819.12,822.84
"(823.44, 825.76)", and we are on track to complete,823.44,825.76
"(825.76, 831.6)", the nipa process by the end of august moving up one to the ops line,825.76,831.6
"(833.6, 840.88)", we completed the dewatering process which as you may remember removes water from the tanks,833.6,840.88
"(841.76, 845.92)", and the pipelines to prevent corrosion and to ensure the quality of the fuel,841.76,845.92
"(847.12, 851.92)", a little bit to the right there we did complete tank tightness testing which ensures the integrity,847.12,851.92
"(851.92, 858.08)", of the tanks a little bit further to the right there in july we are currently in the process,851.92,858.08
"(858.08, 868.0)"," of draining the surge tanks we should be complete sometime next week. This process will remove 480,000 gallons of fuel from the facility.",858.08,868.0
"(868.0, 878.0)"," Each of these evolutions are meticulously planned, trained to rehearse",868.0,878.0
"(878.0, 886.56)"," Response drills are exercised, and they are all each approved by the regulators before execution we are currently in the process",878.0,886.56
"(886.56, 894.72)", of that same methodology for the next one as you can see if you go down from the august,886.56,894.72
"(894.72, 898.64)", time frame for repacking repacking will be conducted at the end of august,894.72,898.64
"(900.4, 906.98)"," and it will be the first time that we reintroduce fuel into the pipelines, starting from the",900.4,906.98
"(906.98, 912.64)", Joint Base Pearl Harbor Hickam side up to the Red Hill facility.,906.98,912.64
"(912.64, 917.46)"," Since we actually unpacked the lines, if you may remember back in October, November of",912.64,917.46
"(917.46, 918.46)", last year.,917.46,918.46
"(918.46, 925.64)"," And last on this slide, moving up to the repair and maintenance, you'll see in June, the DOD",918.46,925.64
"(925.64, 928.32)", repairs need to be complete.,925.64,928.32
"(928.32, 933.46)"," In July, the third party quality validation items need to be complete.",928.32,933.46
"(933.46, 938.72)"," And then August, repair approval received, which comes from the Department of Health.",933.46,938.72
"(938.72, 941.76)"," Next slide, please.",938.72,941.76
"(941.76, 942.76)", This is our- Chair Chang.,941.76,942.76
"(942.76, 943.76)"," Chair Chang, ma'am.",942.76,943.76
"(943.76, 944.76)"," Yes, please go ahead.",943.76,944.76
"(944.76, 951.7)"," Is it now? Before you leave the slide, Lieutenant Colonel Wymer, thank you for using the dashboard and",944.76,951.7
"(951.7, 956.84)", keeping the goalposts in place so we can see our progress toward the end line.,951.7,956.84
"(956.84, 958.92)", I have two questions.,956.84,958.92
"(958.92, 965.6)", What about that 6% of the fuel that you can't defuel immediately makes it problematic why is that,958.92,965.6
"(965.6, 974.8)", a problem um it's not necessarily a problem in terms of um it just randomly now it just takes,965.6,974.8
"(974.8, 982.24)", a long time to remove because it's uh stuck in pipelines at bends or low points um it takes a,974.8,982.24
"(982.24, 986.48)", different process than gravity to remove it i see thank you,982.24,986.48
"(987.12, 991.92)", and with your respect to your nepa public comment can you give a high level summary,987.12,991.92
"(991.92, 996.8)", of what the comments of the public were and what your responses were um,991.92,996.8
"(999.2, 1006.48)", there were i want to say approximately 20 comments of which I remember right I think six were substantial,999.2,1006.48
"(1007.44, 1012.08)", and that process for reviewing those comments and addressing each of those concerns is ongoing,1007.44,1012.08
"(1013.52, 1025.0)"," so it was the nature of the six that were I'd have to come back to you with those specifics Yes, I see Aurora.",1013.52,1025.0
"(1025.0, 1030.0)"," Yeah, well we're also still on this slide.",1025.0,1030.0
"(1030.0, 1047.84)"," What, and I don't know if this is in your purview, but what kind of monitoring and surveillance is there to see quickly identify potential spills you know with repacking and refueling is that yeah okay so",1030.0,1047.84
"(1047.84, 1052.96)", that roving security and fire watch team that i mentioned that we're currently training that team,1047.84,1052.96
"(1052.96, 1068.42)"," will be a 68 person element that will be in the facility 24 7 roving so coming up and down the pipelines, so that we can identify if there",1052.96,1068.42
"(1068.42, 1073.52)", is a problem quickly and then take action as required.,1068.42,1073.52
"(1073.52, 1078.08)"," When you refer to facility, do you mean just around the tanks or does that facility include",1073.52,1078.08
"(1078.08, 1080.82)", all of the pipelines all the way down to the piers.,1078.08,1080.82
"(1080.82, 1082.82)"," Okay, and those are.",1080.82,1082.82
"(1082.82, 1088.32)", If I could add in addition to that we are continuing continuing with the,1082.82,1088.32
"(1088.32, 1093.52)", groundwater monitoring that is occurring as well as the soil vapor monitoring that is occurring,1088.32,1093.52
"(1093.52, 1098.24)", within the vicinity of the tank yeah so my understanding is that is again around the tanks,1093.52,1098.24
"(1098.24, 1107.2)", but there's potential for it's human expanded the original were all within the tank gallery but it has expanded okay too okay,1098.24,1107.2
"(1108.0, 1111.6)", one other aspect ma'am if you may remember we we have,1108.0,1111.6
"(1114.4, 1121.04)", increased our video monitoring system as well we've supplemented what was in the facility,1114.4,1121.04
"(1121.6, 1128.78)"," with some new purchases so we can, supplement our roving security wash",1121.6,1128.78
"(1128.78, 1131.08)", with a little bit more camera ability.,1128.78,1131.08
"(1132.36, 1136.1)"," If I can also turn to DOH, and is DOH working?",1132.36,1136.1
"(1136.1, 1137.2)", DOH side.,1136.1,1137.2
"(1137.2, 1142.2)"," DOH is working along with EPA and they are training,",1137.2,1142.2
"(1143.76, 1145.0)", they go through the same exercises,1143.76,1145.0
"(1146.98, 1151.48)", with EPA and DOH along with the Navy.,1146.98,1151.48
"(1153.88, 1154.7)", Thank you.,1153.88,1154.7
"(1156.6, 1157.66)"," Yeah, I have a question.",1156.6,1157.66
"(1157.66, 1162.66)"," You said a 68 team roving, a 68 person-",1157.66,1162.66
"(1162.86, 1164.72)"," Roving security and fire watchers, ma'am.",1162.86,1164.72
"(1164.72, 1168.24)", Is that per shift or is that in total?,1164.72,1168.24
"(1168.24, 1169.04)", That's in total.,1168.24,1169.04
"(1169.04, 1173.44)", The shifts will be broken down into multiple teams.,1169.04,1173.44
"(1173.44, 1179.68)", Each of them will have a lead who is a subject matter expert in that field.,1173.44,1179.68
"(1179.68, 1184.4)", And then each of them are going through our training process right now.,1179.68,1184.4
"(1184.4, 1186.48)", And they're gonna be responsible for different sectors. um and then uh each of them are going through our training process right now,1184.4,1186.48
"(1189.04, 1190.96)", and they're they're going to be responsible for different sectors,1189.04,1190.96
"(1195.76, 1199.68)", when the team is on each person will be identified into a certain section yes um and then obviously when the new team comes on they will cover the same areas,1195.76,1199.68
"(1201.92, 1212.56)"," thank you another one then while we're at it. So that is, I'm assuming that means like 24 hour coverage.",1201.92,1212.56
"(1212.56, 1216.76)", Any other questions from the commissioners before we move on this slide?,1212.56,1216.76
"(1216.76, 1219.18)", All right.,1216.76,1219.18
"(1219.18, 1220.18)", Thank you.,1219.18,1220.18
"(1220.18, 1221.18)", Go ahead.,1220.18,1221.18
"(1221.18, 1226.18)", This is our defueling dashboard we update this.,1221.18,1226.18
"(1227.5, 1232.72)", Every other week and it's posted to our website and to our.,1227.5,1232.72
"(1233.92, 1245.0)"," enjoy your attention to the Center of the slide where you see the four pages, this is how you can track our progress to maintain our trajectory",1233.92,1245.0
"(1245.42, 1249.12)", for the early mid-October start date.,1245.42,1249.12
"(1249.12, 1251.24)"," So on the far left, working left to right,",1249.12,1251.24
"(1251.24, 1252.46)", you'll see that we have completed,1251.24,1252.46
"(1252.46, 1257.1)", all 253 mandatory repairs as planned.,1252.46,1257.1
"(1257.1, 1260.08)", We are complete with 246,1257.1,1260.08
"(1260.08, 1263.72)", through the third-party quality validation program.,1260.08,1263.72
"(1263.72, 1270.02)", And all 246 of those packets have been submitted for to the Department of Health for their,1263.72,1270.02
"(1270.02, 1272.02)", review and approval.,1270.02,1272.02
"(1272.02, 1275.6)"," Finally, on the far right, you'll see that the Department of Health has conditionally",1272.02,1275.6
"(1275.6, 1280.52)", approved 178 of those packets that we've submitted to you.,1275.6,1280.52
"(1280.52, 1290.74)"," We feel like we're in a good place between us and the regulators, and we are on glide path to maintain a early start date of October 2023.",1280.52,1290.74
"(1291.38, 1293.38)", Last highlight on this slide is in the bottom right.,1291.38,1293.38
"(1294.1, 1295.42)", You'll see two QR codes.,1294.1,1295.42
"(1295.42, 1306.38)", These are to our apps to help you download them so that you can receive information and updates and track our progress as we defuel the facility.,1295.42,1306.38
"(1308.22, 1311.8)"," In summary, we still have a lot of work to do,",1308.22,1311.8
"(1311.8, 1316.2)", but we are on plan to start defueling early,1311.8,1316.2
"(1316.2, 1319.2)", on a mid-October start date.,1316.2,1319.2
"(1319.2, 1322.42)"," I wanna thank you for the time to provide you this update,",1319.2,1322.42
"(1322.42, 1324.24)", depending on your questions and that.,1322.42,1324.24
"(1324.24, 1326.32)"," Thank you. Does anybody have, any commissioners, do you have any questions? time to provide you this update um depending on your questions and that thanks um does anybody",1324.24,1326.32
"(1326.32, 1331.68)", have any commissioners do you have any questions can i just ask actually kathy ho this is a,1326.32,1331.68
"(1331.68, 1338.56)", question i have for you what's doh's capacity to review all of these the documents and materials,1331.68,1338.56
"(1338.56, 1349.28)", that are being submitted to you for review we have a small but dedicated team um and we are on track for an august dead i think it's,1338.56,1349.28
"(1349.28, 1356.08)", august 6th deadline to have reviewed and uh all of the packets that have been submitted to us,1349.28,1356.08
"(1357.84, 1366.72)", thank you lots just with regard to the nipa comments and your response uh since i don't know when you're coming before,1357.84,1366.72
"(1366.72, 1371.36)", the commission again can you get that work with our staff to get that to them and they can get,1366.72,1371.36
"(1371.36, 1385.0)", that information to us of course any other comments commissioners questions I don't see any hands.,1371.36,1385.0
"(1385.0, 1391.0)"," Okay, General Hashimoto is there's any other updates.",1385.0,1391.0
"(1391.0, 1405.84)"," Yes, we do like to pass it on to Don here and introduce himself and talk about tank closure plan timelines and status. check thank you good morning everybody and thank you for appreciating the invite down here today",1391.0,1405.84
"(1405.84, 1413.12)", i'm donald pantin i work for navy region hawaii um overseeing the tank closure plan for navy region,1405.84,1413.12
"(1413.12, 1418.88)", hawaii on the slide you're seeing right now is a brief synopsis of all the products we have,1413.12,1418.88
"(1418.88, 1424.24)", submitted along the timeline that we have spit at them uh we are making progress going forward,1418.88,1424.24
"(1424.24, 1425.12)", we're working with the,1424.24,1425.12
"(1425.12, 1430.16)", regulators uh through ongoing meetings responding to the requests for additional information so we,1425.12,1430.16
"(1430.16, 1434.32)", can apply uh provide them with amplifying information to make informed decisions,1430.16,1434.32
"(1434.32, 1439.52)", we're on a good glide path right now and we are moving the tank plan to closure plan forward as,1434.32,1439.52
"(1439.52, 1445.76)", you're aware we're we're still in the planning phase of the tank closure plan and it's scheduled to start,1439.52,1445.76
"(1445.76, 1450.96)", once the fueling is completed the physical aspect of it i'll pause there on this slide for any,1445.76,1450.96
"(1450.96, 1457.28)", questions if you can highlight supplement two yes something new and supplement two is one release,1450.96,1457.28
"(1457.28, 1463.36)", since the last time um this uh group met and that would provide an amplify information and closure,1457.28,1463.36
"(1463.36, 1465.2)", in place which is a recommendation,1463.36,1465.2
"(1465.2, 1470.48)", for the tanks in addition to the structural analysis report and we responded to epa's uh,1465.2,1470.48
"(1471.28, 1476.96)", rfis on the tank closure plan all this information which you'll see on the next slide,1471.28,1476.96
"(1477.84, 1486.0)"," um is in the i'll pause there any questions on this slide commission. Any questions on this slide? Commissioners, any questions on this slide?",1477.84,1486.0
"(1486.0, 1490.0)"," I don't see any hands. Go ahead, Donald. The next slide.",1486.0,1490.0
"(1490.0, 1495.0)"," Next slide, please. This is just a graph that you've seen before.",1490.0,1495.0
"(1495.0, 1500.0)", There's no stringent change in the graphic. The tank closure plan is broken down to four phases.,1495.0,1500.0
"(1500.0, 1504.0)"," Phase one and phase two are in progress right now, which is a planning effort.",1500.0,1504.0
"(1504.0, 1505.12)"," Phase three and phase four will commence progress right now, which is a planning effort.",1504.0,1505.12
"(1505.12, 1508.68)", Phase three and phase four will commence once the fueling is completed.,1505.12,1508.68
"(1508.68, 1512.5)", That's a physical aspect of the tank closure plan.,1508.68,1512.5
"(1512.5, 1517.64)", Also like to note right down here in the bottom middle right there is also a QR code.,1512.5,1517.64
"(1517.64, 1520.3)", All information and tank closure plan.,1517.64,1520.3
"(1520.3, 1527.12)", Also anything related to Redhill and other websites or via the qr code all this information,1520.3,1527.12
"(1527.12, 1532.24)", we're showing here today of all the plans the supplementals requests for information,1527.12,1532.24
"(1532.24, 1537.04)", our responses to the request for our information all posted on the public facing website via that,1532.24,1537.04
"(1537.04, 1545.5)", qr code commissioners any questions on this slide? Commissioner Viviani?,1537.04,1545.5
"(1545.5, 1551.14)", I think my question is addressed on the next slide.,1545.5,1551.14
"(1551.14, 1553.14)"," Next slide, please.",1551.14,1553.14
"(1553.14, 1557.0)", This is all the tank closure plan.,1553.14,1557.0
"(1557.0, 1563.94)", This is phase two of the tank closure plan that may be contracted out for public outreach,1557.0,1563.94
"(1563.94, 1566.96)", on beneficial non-fuel reuse this is phase two,1563.94,1566.96
"(1566.96, 1573.28)", basically uh what we need to do in phase two is identify evaluate and discuss options uh with a,1566.96,1573.28
"(1573.28, 1579.36)", public outreach program um for the state of hawaii nakapu is doing this effort for us,1573.28,1579.36
"(1579.92, 1585.44)", um it's broken down in three phases initially there was an open survey requesting any feedback,1579.92,1585.44
"(1585.44, 1592.4)", at all of any recommendations uh anybody might have the second uh part of this was one-on-one,1585.44,1592.4
"(1592.4, 1598.4)", interview with key stakeholders across oahu oahu which has been completed and the third phase which,1592.4,1598.4
"(1598.4, 1608.24)", will be going out then in this month um is a mail um survey to particular area codes uh zip codes here within oahu all this information,1598.4,1608.24
"(1608.24, 1613.92)", will be comprised into a final report that final report will be publicly posted and released via,1608.24,1613.92
"(1613.92, 1618.64)", our website the public final report will also be briefed at the fall ftac this year,1613.92,1618.64
"(1622.4, 1625.66)", yes so how did you identify?,1622.4,1625.66
"(1625.66, 1626.66)", Sorry.,1625.66,1626.66
"(1626.66, 1627.66)"," No, no, no.",1626.66,1627.66
"(1627.66, 1628.66)", Go ahead.,1627.66,1628.66
"(1628.66, 1631.66)", Can you describe how you identified the key stakeholders?,1628.66,1631.66
"(1631.66, 1638.02)", The key stakeholders were brought in from many aspects of a lot of them were recommendations,1631.66,1638.02
"(1638.02, 1666.8)"," going from people that have had a lot of involvement with Red Hill overall, some people that have R. Stan Williams' so these are organizations organizations or individuals they've been uh key stakeholders uh",1638.02,1666.8
"(1667.36, 1674.24)", organizations companies or just private citizens including um groups that were highly critical,1667.36,1674.24
"(1674.24, 1677.6)", sierra club was included that man and also border water supply okay,1674.24,1677.6
"(1680.56, 1692.0)", any other questions oh yes neil go. What criteria have you identified to be employed to make the decision as to your first?,1680.56,1692.0
"(1692.0, 1705.0)"," Okay, So i'll stand upon this a little bit the tasking for the tasking to us in the tank closure plan was to go up and identify and evaluate options.",1692.0,1705.0
"(1706.2, 1707.4)", Take this forward.,1706.2,1707.4
"(1707.4, 1709.68)"," Honestly, there's three independent efforts going on",1707.4,1709.68
"(1709.68, 1711.2)", in reference to beneficial reuse.,1709.68,1711.2
"(1711.2, 1714.76)", There's the NDAA effort looking at DoD reuse.,1711.2,1714.76
"(1714.76, 1715.6)", There's-,1714.76,1715.6
"(1715.6, 1717.86)", National Defense Authorization Act.,1715.6,1717.86
"(1717.86, 1721.14)"," Which was being led, which is independent of this one,",1717.86,1721.14
"(1721.14, 1724.02)"," this effort here, and also the Office of Naval Research",1721.14,1724.02
"(1724.02, 1725.12)", gave a grant to university of,1724.02,1725.12
"(1725.12, 1731.12)", hawaii to look at non-fossil fuel possible reuse all these three independent efforts are going to,1725.12,1731.12
"(1731.12, 1735.28)", be consolidated into a final report the latter part of this year and they'll be briefed to,1731.12,1735.28
"(1735.28, 1740.96)", congress in february 2024. coming out of congress those next steps i don't have all those next steps,1735.28,1740.96
"(1740.96, 1749.44)", at this time but i know uh finally it will be engagement between the department of defense and the state of hawaii on what the options future options could be,1740.96,1749.44
"(1750.64, 1752.96)", but there must be some criteria for analysis,1750.64,1752.96
"(1754.32, 1760.48)", yes cost time safety public so can you elucidate this so when we get all the options in i'll say,1754.32,1760.48
"(1760.48, 1764.88)", this will be a handful they have merit and the ones that have decided deemed they have merit,1760.48,1764.88
"(1764.88, 1765.04)", are going to go for a feasibility analysis because they have merit and the ones that have decided deemed they have merit are,1764.88,1765.04
"(1765.04, 1770.0)", going to go for a feasibility analysis because they have merit doesn't mean the environmental,1765.04,1770.0
"(1770.0, 1775.04)", approved or utility point of uh approval structural so that we're going to have to do a,1770.0,1775.04
"(1775.04, 1779.92)", final feasibility analysis that feasibility analysis will narrow down the list of options,1775.04,1779.92
"(1779.92, 1785.8)", that are feasible have merit and that are feasible to implement.,1779.92,1785.8
"(1788.6, 1793.14)"," You're giving me process, but I'm not hearing the substance of the criteria like such as time, feasibility and sustainability.",1788.6,1793.14
"(1793.82, 1796.18)", So what sustainable what is sustainability?,1793.82,1796.18
"(1796.68, 1799.86)", It can it's something that can be sustained,1796.68,1799.86
