timestamp,text,start_time,end_time
"(249.0, 259.0)"," Back with the agenda. I found it. I found it. In some of the matters before the commission, a person may wish to request a contested case hearing. If such a request is made before the commission's decision, then the commission will consider the request first before considering the merits of the item before it. A person who wants to contest the case may also wait until the Commission decides the issue, then request a contested case after the decision.",249.0,259.0
"(259.0, 266.72)", It is up to you. Any request may must be made orally by the end of the meeting and followed up by written writing within,259.0,266.72
"(266.72, 274.24)", 10 days if no request for contested case is made the commission will make a decision the department,266.72,274.24
"(274.24, 281.2)", will treat the decision as final and proceed accordingly all right i am now going to take,274.24,281.2
"(281.2, 289.4)", roll call of the commissioners i will go first in those that are present in the room.,281.2,289.4
"(289.4, 291.64)", We'll start first with Wayne.,289.4,291.64
"(291.64, 293.92)", Wayne Cartagena.,291.64,293.92
"(293.92, 295.12)", Neil Hannix.,293.92,295.12
"(295.12, 296.12)", Don Chang.,295.12,296.12
"(296.12, 297.12)", Michael Buck.,296.12,297.12
"(297.12, 298.9)", Aurora Kagawa-Suziani.,297.12,298.9
"(298.9, 302.86)", Joanna Seto for the Department of Health.,298.9,302.86
"(302.86, 311.04)", And I also have on the line um do we do we not have yeah oh okay,302.86,311.04
"(312.24, 317.84)", i'm sorry wayne meyer is excused so we actually call my i am going to get it together i'm just,312.24,317.84
"(317.84, 327.68)", so excited because i've got my book slated next to me but i apologize um so our commissioner mr meyer is not here today so,317.84,327.68
"(327.68, 335.2)", all of the commissioners are here in the boardroom and we actually have a reason why we're all here,327.68,335.2
"(335.2, 345.76)", today is because today is commissioner mike buck's last meeting let's give him a round of applause.,335.2,345.76
"(348.3, 350.08)", We are extremely grateful for the time,348.3,350.08
"(350.08, 351.46)", that Mike has been here.,350.08,351.46
"(351.46, 353.04)"," I mean, Mike has been here both,",351.46,353.04
"(353.04, 355.06)", he sat on the other side of the table,353.04,355.06
"(355.06, 360.06)"," as a member of Dale and our staff for many years, retired,",355.06,360.06
"(360.24, 364.06)"," thought he was going off into the sunset and do farming,",360.24,364.06
"(364.06, 366.88)", but we pulled him back to sit on the water,364.06,366.88
"(366.88, 376.32)", commission we've been extremely grateful for his eight years eight years um this won't be the last,366.88,376.32
"(376.32, 387.2)", time we see mike i suspect we are going to find an opportunity for our paths to cross again um taking mike's place will be,376.32,387.2
"(387.2, 393.76)", a a new commissioner who is who is new but not necessarily new to the commission,387.2,393.76
"(395.28, 401.2)", larry miiki so he'll join us at the meeting in july but thank you again on behalf of both the,395.28,401.2
"(401.2, 406.48)", department and the commission mike for your years of dedicated service,401.2,406.48
"(406.48, 408.94)", and for providing this commission.,406.48,408.94
"(408.94, 412.3)"," I've read through many minutes, just great guidance here.",408.94,412.3
"(412.3, 413.6)", So thank you very much.,412.3,413.6
"(418.06, 419.84)", I'd also like to introduce staff.,418.06,419.84
"(419.84, 422.18)"," Kaleo, if you could introduce your staff.",419.84,422.18
"(422.18, 424.64)"," Hello, Chair, Commission, Kaleo Manning,",422.18,424.64
"(424.64, 426.0)", Deputy Water Commission in person.,424.64,426.0
"(426.0, 430.0)"," We have Katie Roth, who's the head of our planning branch.",426.0,430.0
"(430.0, 435.0)"," We also have Dr. Aaron Strout, who is with our instrument protection branch.",430.0,435.0
"(435.0, 447.2)"," We also have Kathy Yoda, who is TA into our commission secretary position. And then we have Alexa Taika, she's our legal fellow,",435.0,447.2
"(447.2, 450.22)"," Ann and Barrett, obviously with our IT.",447.2,450.22
"(450.22, 453.06)"," And then online, we have Ryan Imata,",450.22,453.06
"(453.06, 455.32)"," head of our groundwater regulation branch,",453.06,455.32
"(455.32, 457.12)"," and then Dean Lueno,",455.32,457.12
"(457.12, 460.4)", head of our stream protection and management branch.,457.12,460.4
"(460.4, 463.58)"," And at that time, I think that's all staff present.",460.4,463.58
"(463.58, 464.82)", Thank you very much.,463.58,464.82
"(464.82, 465.46)", We also have,464.82,465.46
"(465.46, 472.54)", President Deputy Attorney General Miranda Steve thank you Miranda so with that um we do have an,465.46,472.54
"(472.54, 477.88)", agenda I don't believe we're taking anything out of order Kathy we're going in the order of the,472.54,477.88
"(477.88, 488.0)", agenda okay so commissioners the first item on the agenda is item a1 it is the approval of the minutes of june,477.88,488.0
"(492.8, 507.28)", it is the approval of the minutes of may 16 2023 are there any written testimony kathy on this agenda item okay um anybody here in the public to testify,492.8,507.28
"(507.92, 516.4)", not seeing any any comments or questions by the board members on the minutes of may 16 2023,507.92,516.4
"(518.32, 526.64)", i just have minor correction of some acronyms and grammar okay so um we'll be working on the words very good send it to kathy,518.32,526.64
"(526.64, 530.96)", thank you very much any other comments or questions to the minutes,526.64,530.96
"(532.24, 537.2)", do i have a motion to approve the minutes as um with minor corrections,532.24,537.2
"(539.04, 546.72)", so good the question has been moved and seconded to approve the minutes of may 16 2023 we're going to take,539.04,546.72
"(546.72, 552.32)", a roll call vote kathy do you guys usually do that for the first one okay we'll take a roll call vote,546.72,552.32
"(553.36, 554.48)", wait oh go ahead,553.36,554.48
"(556.64, 557.04)", approved,556.64,557.04
"(560.72, 566.0)"," michael buck Michael Buck. Approved. JoAnna, I'm sorry, Obermann-Sandell and Viviani.",560.72,566.0
"(566.0, 568.0)", Approved.,566.0,568.0
"(568.0, 569.0)", JoAnna Stinson.,568.0,569.0
"(569.0, 570.0)", Approved.,569.0,570.0
"(570.0, 571.0)", Chair Kenney.,570.0,571.0
"(571.0, 572.0)", Approved.,571.0,572.0
"(572.0, 574.0)", Thank you very much.,572.0,574.0
"(574.0, 581.0)"," The meeting minutes of May 16, 2023 have been approved.",574.0,581.0
"(581.0, 585.0)", Next item on the agenda is item B1.,581.0,585.0
"(586.6, 591.32)", It is the adoption of the Maui Water Development Plan.,586.6,591.32
"(592.84, 597.24)", If you can put the testifiers into the Zoom room,592.84,597.24
"(597.24, 599.06)", and we'll call you when we're ready,597.24,599.06
"(599.06, 600.62)", to take public testimony.,599.06,600.62
"(601.46, 602.28)"," Thank you, Katie.",601.46,602.28
"(602.28, 605.84)", So we'll take a staff uh staff um presentation,602.28,605.84
"(608.4, 612.8)", thank you good morning good morning katie rock planning program manager of the commission,608.4,612.8
"(613.44, 618.32)", um item b1 is the adoption of the mallee iron water use and development plan for incorporation,613.44,618.32
"(618.32, 627.2)", with the whole water plan you may remember a few months ago back in March staff gave an overview of this exact submittal,618.32,627.2
"(627.2, 632.18)", um in the plan itself so in the interest of time I'm not going to go into the details that were,627.2,632.18
"(632.18, 637.82)", presented them but that is available um that that recording is available on our video site,632.18,637.82
"(639.26, 666.0)", um those that that presentation included an overview of some of the major themes and concerns Sarah de Guia And then the staff recommendation on page 11 includes the underlying items that you'll see.,639.26,666.0
"(666.0, 686.32)"," I wanted to highlight that after they marched to the first presentation, that were identified we really wanted to make sure",666.0,686.32
"(686.32, 692.08)", that we addressed them sufficiently so that we could come to you today with recommendations and,686.32,692.08
"(692.72, 697.2)", an item that you felt comfortable improving knowing that we had done our due diligence,692.72,697.2
"(697.2, 701.76)", and additional outreach so some of the recommendations you see have been tweaked,697.2,701.76
"(701.76, 707.0)", slightly based on those conversations with certain stakeholders and the county.,701.76,707.0
"(707.0, 729.52)"," I guess at this time I would just say that staff believes that the the planet itself meets all the statutory requirements that work in the State water code, and it sufficiently addresses the recommended elements in the hawaiian water plan framework pertaining to updates county water use and development plans so we feel that the plan you see today",707.0,729.52
"(729.52, 736.08)", is sufficient and meets every other requirements needed to be approved i will reiterate the,729.52,736.08
"(736.08, 741.92)", recommendation so we have that on record staff recommends that the commission adopt the maui,736.08,741.92
"(741.92, 748.96)", island wire use and development plan for appropriation into the Hawaii Water Plan. Commission staff will also commit to work with the County of,741.92,748.96
"(748.96, 754.82)", Maui on the following. 1. Maui DWS will hire a consultant to write a Maui Island Water,748.96,754.82
"(754.82, 759.48)", Use and Development Plan summary document of the plan for public consumption. The summary,754.82,759.48
"(759.48, 770.64)"," document should clearly articulate what charts, figures, tables tables and data have been amended and when relevant provide links to the updated data source two commission and maui dws will incorporate the",759.48,770.64
"(770.64, 777.2)", findings of the usgs study on climate impact to groundwater recharge into water planning documents,770.64,777.2
"(777.2, 781.52)", including the maui island water use and development plan and updated sustainable yields,777.2,781.52
"(782.32, 785.64)", three maui dWS will organize meetings annually,782.32,785.64
"(785.64, 788.94)"," with the Keiki Nui, Hana, Ko'olau, Central Lahaina,",785.64,788.94
"(788.94, 791.24)", and Waialuku aquifer sector stakeholder groups,788.94,791.24
"(791.24, 794.14)"," to better quantify water needs of residents,",791.24,794.14
"(794.14, 796.4)"," including traditional Kuleana users,",794.14,796.4
"(796.4, 798.94)"," rural residents, and small farmers.",796.4,798.94
"(798.94, 800.68)", Feedback and data from these meetings,798.94,800.68
"(800.68, 802.8)", will be incorporated into a future update,800.68,802.8
"(802.8, 812.08)", of the Maui Island Water Use and Development Plan. Maui DWS will report back to the Commission within one year with an update on the status of,802.8,812.08
"(812.08, 818.08)"," the USGS ideological study of the Haiku aquifer. And five, Commission staff will continue to work",812.08,818.08
"(818.08, 822.96)", with Maui DWS to support development of their water conservation programs including water,818.08,822.96
"(822.96, 826.16)", loss control components that implement the findings,822.96,826.16
"(826.16, 828.72)", of completed annual water audits.,826.16,828.72
"(828.72, 831.52)"," I'd also like to mention that we have council member,",828.72,831.52
"(831.52, 833.4)"," Shana Senensky, along the line,",831.52,833.4
"(833.4, 835.68)"," along with Eva Blumenstein from GWS,",833.4,835.68
"(835.68, 837.36)", and I believe Director Steffelbein,835.68,837.36
"(837.36, 838.92)"," is also in attendance virtually,",837.36,838.92
"(838.92, 840.92)", if you have additional questions.,838.92,840.92
"(840.92, 841.76)", Thank you.,840.92,841.76
"(841.76, 843.44)"," And with that, I will hand over",841.76,843.44
"(843.44, 845.0)", to any questions you have.,843.44,845.0
"(845.0, 848.0)"," Commissioner, do you have any questions for Stel?",845.0,848.0
"(848.0, 854.0)", Maybe a quick recommendation. Your recommendation three is all encompassing.,848.0,854.0
"(854.0, 868.8)", You might want to at least recognize this soon to be formed East Maui water or something just to just to make sure that we're aware of what's going on because that probably includes three or four of these annual meetings yes absolutely and that was something that was,854.0,868.8
"(868.8, 872.0)", discussed during public testimony and in conversations with the county,868.8,872.0
"(874.96, 908.72)"," oh sorry a question on recommendation five which focused on working with Maui Dws to support development of their water conservation programs and given my Dws is like one of several providers, you know how to say when you say island water conservation yes absolutely so the water audits",874.96,908.72
"(908.72, 914.8)", themselves include more than just the pws systems but um i think that's some good feedback that,908.72,914.8
"(915.6, 920.0)", itself is only referring to non-pws so if that's something you want to amend,915.6,920.0
"(920.64, 932.0)"," yeah we can definitely do that okay i will say that the the water audits, especially in the area are being used as part of our assessment of the water use from an application.",920.64,932.0
"(932.0, 945.44)"," So we're trying to understand where the efficiencies can be made, not just in the public, but in the private systems as well. yeah so i mean yeah i was going to have to propose it a bit just change it from there to island",932.0,945.44
"(949.84, 955.36)", yes katie the submittal is really clear that this fulfills a statutory obligation that we have to,949.84,955.36
"(955.36, 969.36)", have a plan uh how does this strengthen our water management these will be the county alone that's a good question so these plans themselves,955.36,969.36
"(969.36, 975.2)", obviously as you know are often imperfect it takes many years to write them so they're never going to,969.36,975.2
"(975.2, 979.76)", be perfect when you present them to the commission that's why we try to approach them as living,975.2,979.76
"(979.76, 991.44)", documents where they can be refined and updated as needed. I'd probably refer to the county and the implementation plan for specifics on how this will be used,979.76,991.44
"(991.44, 997.08)", to move Maui County forward in terms of their water development and water resource protection,991.44,997.08
"(997.08, 1003.5)"," initiatives, but that's also part of the exhibit that you see here.",997.08,1003.5
"(1003.5, 1006.64)", I think one of the important points to keep in mind is that this,1003.5,1006.64
"(1006.64, 1012.56)", plan was developed in accordance with the old Hawaii water plan framework from 2000 and we are,1006.64,1012.56
"(1012.56, 1019.84)", in the process of updating that framework and so we hope to consider a lot of other issues cultural,1012.56,1019.84
"(1019.84, 1030.0)"," issues that aren't specifically maybe brought out or explicit in the existing plans that you see coming before you, but it's something that we want to incorporate into future updates.",1019.84,1030.0
"(1032.0, 1034.04)", A huge component that is often missing.,1032.0,1034.04
"(1036.02, 1049.84)"," Thank you, and I'll wait to hear more from Maui, Maui officials. so please okay oh go ahead item one is there a due date for that summary so it's in process now",1036.02,1049.84
"(1049.84, 1054.56)", but i can let you the comment more specifically on where they're at but i believe it's in process,1049.84,1054.56
"(1054.56, 1067.0)"," and they should have it done within the next six to nine months thank you my question my only My question is, what is the impact if we don't approve this plan?",1054.56,1067.0
"(1067.0, 1077.0)", Your question was already being used by the county for a lot of their capital projects and planning efforts.,1067.0,1077.0
"(1077.0, 1086.24)", So we do not approve it. I believe there's so many ways in some way um to guide their process and what and,1077.0,1086.24
"(1086.24, 1092.8)", what they want to achieve with a lot of resource protection on the island um again deferred,1086.24,1092.8
"(1092.8, 1098.0)", probably to the county to provide more specific information about how not approving this plan,1092.8,1098.0
"(1098.0, 1106.24)", when it would impact them i know that they've worked very hard many years to get to this point um i know that it's been a long process and,1098.0,1106.24
"(1106.24, 1112.56)", not all studies have been satisfied um unfortunately i think that's just how it goes sometimes,1106.24,1112.56
"(1112.56, 1119.6)", when you do outreach over many many years um but yeah i think the county might be able to,1112.56,1119.6
"(1119.6, 1125.12)", comment a bit more about what impacts specifically not adopting the plan will happen okay,1119.6,1125.12
"(1126.72, 1133.44)", um if there are no other questions i'm going to invite the county to provide us comments,1126.72,1133.44
"(1138.4, 1145.84)", council member shane senasi would you like to um speak first,1138.4,1145.84
"(1148.56, 1150.48)", aloha and aloha uh chair chang,1148.56,1150.48
"(1157.28, 1171.0)"," aloha happy to be here in support of the commission's recommendations uh we are supportive of the commission creating a summary of the report and also we support having regular updates made to the plan, including the Board of Water Supply and the Council's input.",1157.28,1171.0
"(1171.0, 1177.0)", This will be important for community outreach and and just general awareness.,1171.0,1177.0
"(1177.0, 1186.36)"," We've heard loud and clear from the community that they want to see up to date data within the plan, And I'm supportive of having the Department of Water Supply",1177.0,1186.36
"(1186.36, 1188.72)", update those numbers over time.,1186.36,1188.72
"(1188.72, 1191.66)"," So again, we just wanted to express our mahalo.",1188.72,1191.66
"(1192.62, 1195.78)"," And for your consideration of this plan,",1192.62,1195.78
"(1196.64, 1200.0)"," as Katie said, it has been a monumental task",1196.64,1200.0
"(1200.0, 1201.96)", over the last couple of years.,1200.0,1201.96
"(1201.96, 1204.4)", And many stakeholders were involved in the process.,1201.96,1204.4
"(1204.4, 1208.26)"," And so, and again, mahalo for coming to our communities",1204.4,1208.26
"(1208.26, 1209.76)", and hearing their concerns.,1208.26,1209.76
"(1209.76, 1210.58)", Thank you.,1209.76,1210.58
"(1213.12, 1214.24)"," Council members, commissioners,",1213.12,1214.24
"(1214.24, 1216.04)", do you have any questions for Shane?,1214.24,1216.04
"(1217.18, 1219.7)"," Shane, I just had a clarification.",1217.18,1219.7
"(1219.7, 1223.76)"," In what you, your comments this morning was",1219.7,1223.76
"(1223.76, 1227.24)"," that the commission will provide a summary,",1223.76,1227.24
"(1227.24, 1230.7)", is that that's the Maui.,1227.24,1230.7
"(1230.7, 1234.48)"," It's not, you're not looking at the water commission staff",1230.7,1234.48
"(1234.48, 1236.0)"," to do the summary, right?",1234.48,1236.0
"(1236.0, 1237.16)"," Yeah, we're correct.",1236.0,1237.16
"(1237.16, 1239.74)", We were just supportive of the permissions recommendations.,1237.16,1239.74
"(1239.74, 1241.7)"," Okay, okay, very good, very good.",1239.74,1241.7
"(1241.7, 1242.54)", Thank you.,1241.7,1242.54
"(1244.34, 1246.8)", No other questions i have uh,1244.34,1246.8
"(1247.84, 1253.68)", director john stuffelby maui county department of water supply,1247.84,1253.68
"(1255.44, 1262.56)", hello virtually um again john stubblebean i've been the director since january so i'm,1255.44,1262.56
"(1262.56, 1270.0)", i'm new here um and i understand that there were many concerns and opposing testimonies in adopting the plan.,1262.56,1270.0
"(1270.0, 1281.0)"," And I believe that the Commission deputy and his staff have worked diligently with with both the Department of Water Supply, County staff and community members to address these concerns.",1270.0,1281.0
"(1281.0, 1285.52)", So you know i've read through the plan and I found that it reflects many of kind,1281.0,1285.52
"(1285.52, 1292.12)", of the department goals and is guiding us in the right direction um and it it spells out strategies,1285.52,1292.12
"(1292.12, 1297.58)", that both diversify our water supply work towards Solutions and work closer with other water,1292.12,1297.58
"(1297.58, 1302.68)", purveyors there are several other water purveyors on on Maui and with other county agencies to,1297.58,1302.68
"(1302.68, 1305.28)", consider all the resources and I want to just kind of,1302.68,1305.28
"(1305.28, 1309.78)", briefly go through a few of the things that we're working on now that that kind of came out of the,1305.28,1309.78
"(1309.78, 1315.18)", plan that are you know basically implementing the plan as we said earlier even though it hasn't been,1309.78,1315.18
"(1315.18, 1320.94)", adopted we're using it you know it it's it's a very valuable plan in that it it just it utilized,1315.18,1320.94
"(1320.94, 1326.54)", so much input from the community and other sources so um so first of all in terms of,1320.94,1326.54
"(1326.54, 1333.86)", watershed protection uh we are uh increase we are we for years have been doing Grant funding to uh,1326.54,1333.86
"(1333.86, 1338.18)", to fund non-profits to do watershed protection we're looking at increasing that in the future,1333.86,1338.18
"(1338.18, 1343.52)", maybe that's that might even be the most important thing that we're doing to protect the source so,1338.18,1343.52
"(1343.52, 1345.12)", that will continue we're also,1343.52,1345.12
"(1345.12, 1350.64)", protecting our water from contamination we have a bill that's just been introduced to county council,1345.12,1350.64
"(1350.64, 1357.84)", to establish wellhead protection in overlay districts so that there's less risk of well,1350.64,1357.84
"(1357.84, 1367.56)", contamination you know in the area of the well heads we've got a lot going on in water conservation uh we uh we're retrofitting,1357.84,1367.56
"(1367.56, 1375.0)", all of our meters with smart meters smart meters allow the meters to be read remotely which has a,1367.56,1375.0
"(1375.0, 1378.12)", couple of advantages one is the meter reader doesn't have to physically go to the meter but,1375.0,1378.12
"(1378.12, 1384.18)", the other advantage is it provides real-time information on water use and back in my I came,1378.12,1384.18
"(1384.18, 1385.48)"," from California my career back there,",1384.18,1385.48
"(1385.54, 1389.76)"," we did a study in one of the cities I was in, and the smart meters decreased water use 15%.",1385.54,1389.76
"(1390.32, 1396.28)", We did a pilot study because people can get real information on how much water they're using.,1390.32,1396.28
"(1396.9, 1401.74)"," And it also detects leaks. So if like, if the meter's running 24 hours nonstop, you get a note,",1396.9,1401.74
"(1402.06, 1405.34)"," hey, you may have a leak leak so it really helps with water conservation",1402.06,1405.34
"(1410.56, 1416.14)", we're also um have a landscape incentives and guidelines as well as requirements and we're working on a water conservation bill to introduce to the to the county council and our water board,1410.56,1416.14
"(1416.14, 1422.86)", that will it will beef up our water conservation requirements and a big one is our tiered structure,1416.14,1422.86
"(1422.86, 1425.0)", as as the other islands do we have a tiered structure.,1422.86,1425.0
"(1425.72, 1432.28)", And council has just approved a revision to our tier structure where we increase the upper tier a lot.,1425.72,1432.28
"(1433.34, 1440.76)"," And so basically, you know, the the lifeline water rate didn't change much, but the top tier we increased 24 percent.",1433.34,1440.76
"(1441.12, 1445.94)", So that's that's found to be maybe one of the most important things you can do you,1441.12,1445.94
"(1445.94, 1452.0)", know money talks right so to you know to to uh to encourage people to to uh to reduce water use,1445.94,1452.0
"(1452.0, 1458.36)", especially those that are using a lot we also implemented the council will be has approved a,1452.0,1458.36
"(1458.36, 1464.48)", new rate for hotels and resorts that's a higher rate so that they pay more for the water and we,1458.36,1464.48
"(1464.48, 1465.1)", do have some gray water,1464.48,1465.1
"(1465.1, 1468.88)", initiatives going as well we've got one going in a lot of our parks and getting ready to put,1465.1,1468.88
"(1468.88, 1474.16)", in another one so we see those as templates that can help increase gray water use throughout the,1468.88,1474.16
"(1474.16, 1479.56)", county we also have some strategies that deal with climate change we're supporting the collaborative,1474.16,1479.56
"(1479.56, 1485.6)", hydrological efforts studies of impacts of climate change and future well development on groundwater health,1479.56,1485.6
"(1486.24, 1492.96)", and we have an ongoing study with usgs to to assess the effects of scenario-based recharge,1486.24,1492.96
"(1494.48, 1500.08)", change on groundwater in the maui aquifers as demand increases and we're adding stream,1494.48,1500.08
"(1500.08, 1505.28)", gauges and monitoring wells and other tools to assess what's happening with climate change,1500.08,1505.28
"(1511.4, 1517.34)", in terms of source we are for our central system you probably know Maui has 12 separate water system which is so interesting for something from been fairly new here on our central system we're,1511.4,1517.34
"(1517.34, 1522.86)", exploring new basal well development in the southern portion of the why he why he have aquifer,1517.34,1522.86
"(1522.86, 1527.74)", and East East Maui well development as well and we're currently conducting,1522.86,1527.74
"(1527.74, 1531.88)", a feasibility study to be followed by USGS assessment on the interaction between the,1527.74,1531.88
"(1531.88, 1537.16)", groundwater and surface water and potential impacts from pumping the Haiku Aquifer for,1531.88,1537.16
"(1537.16, 1546.54)", upcountry we're exploring new well development in the Makawa Aquifer and the Haiku to meet demand on the upcountry meter priority list.,1537.16,1546.54
"(1547.26, 1553.04)", And we're assessing the new raw water reservoirs to increase reliable supply with consideration,1547.26,1553.04
"(1553.04, 1558.72)", adopted to the in-stream flow standards. We're also considering alternative structures and,1553.04,1558.72
"(1558.72, 1564.5)", processes to expedite the issuing of meters. And that's a whole nother meeting. We'll get,1558.72,1564.5
"(1564.5, 1565.34)", into the meter list,1564.5,1565.34
"(1565.34, 1571.16)", but we're looking at about four or five different strategies to help us to help us address that,1565.34,1571.16
"(1571.16, 1575.6)", meter list in a more efficient way and on the west side over in Lahaina Kapalua area,1571.16,1575.6
"(1576.38, 1584.42)", um we're pursuing new Wells and also working with Maui Land and Pine and Hawaii water services to,1576.38,1584.42
"(1584.42, 1585.76)", integrate look at how we can,1584.42,1585.76
"(1585.76, 1591.22)", integrate our systems better to most efficiently utilize the water in the area and then finally to,1585.76,1591.22
"(1591.22, 1595.78)", address drought and system resiliency we're formalizing the demand response plans and,1591.22,1595.78
"(1595.78, 1601.3)", mutual agreements with the private water purveyors to address water shortages uh they it was a set,1595.78,1601.3
"(1601.3, 1605.34)", earlier when we can declare a water shortage but it's really helpful if,1601.3,1605.34
"(1610.62, 1615.54)", all the other water companies on the island also declare a water shortage so we're looking we see that as really important element we're developing Wells to improve reliability and as it can as a,1610.62,1615.54
"(1615.54, 1620.1)", contingency in areas that are dependent on surface water because walls are you know tend not to,1615.54,1620.1
"(1620.1, 1627.18)", respond as quickly to obviously to rainfall events and And then we're looking to three of our,1620.1,1627.18
"(1627.18, 1633.08)", main water supplies and three of our main areas are the ditch systems. And so we'll continue,1627.18,1633.08
"(1633.08, 1637.92)", relying on those. So we're exploring how we invest in those systems to make sure that they're,1633.08,1637.92
"(1637.92, 1643.5)", adequately maintained. And we're assessing the Wailuku water company system and potentially,1637.92,1643.5
"(1643.5, 1650.86)"," other legacy systems as well. So in summary, the plan serves us as a long-term guy that's the value of it it provides",1643.5,1650.86
"(1650.86, 1656.86)", us a framework in which to to plan our efforts and I believe it's a good foundation that we can update,1650.86,1656.86
"(1656.86, 1662.5)", obviously that's mentioned many times we need to update this regularly and and we'll work with the,1656.86,1662.5
"(1662.5, 1665.28)", community and Commission staff to do that in each sector,1662.5,1665.28
"(1665.28, 1672.66)", and we're also just as a reminder we're tackling the Mokai water use and development plan and we,1665.28,1672.66
"(1672.66, 1676.74)", also have funding for the lanai plan coming up this fiscal year so Mahalo for your attention,1672.66,1676.74
"(1676.74, 1688.64)", thank you thank you very much director any questions yes yes director uh congratulations on your your new post we,1676.74,1688.64
"(1688.64, 1695.36)", welcome you to this role of public service and we thank you for your testimony particularly grateful,1688.64,1695.36
"(1695.36, 1700.64)", that the county is uh taking upon itself to kind of invest in watershed protection,1695.36,1700.64
"(1700.64, 1708.1)"," and in those uh transmission systems those ancient transmission systems, which are really undermining",1700.64,1708.1
"(1708.1, 1712.0)", the prudent use of a very valuable resource.,1708.1,1712.0
"(1712.0, 1714.24)"," My question is, you've got different bodies there.",1712.0,1714.24
"(1714.24, 1718.08)"," You've got the administration's water management team, you've got boards, and then you've got",1714.24,1718.08
"(1718.08, 1723.22)", a new board that's coming up on the scene.,1718.08,1723.22
"(1723.22, 1727.2)", Will the plan help in giving them one page to work off of,1723.22,1727.2
"(1727.2, 1728.84)", and kind of get everybody on the same page?,1727.2,1728.84
"(1728.84, 1731.1)"," And you might have a different role in that,",1728.84,1731.1
"(1731.1, 1733.94)", but we're all working for the same set of objectives.,1731.1,1733.94
"(1733.94, 1738.74)", Is this plan kind of a navigational star in that sense?,1733.94,1738.74
"(1739.8, 1741.38)", That's an excellent point.,1739.8,1741.38
"(1741.38, 1743.88)"," Yeah, there are many players involved in the water world",1741.38,1743.88
"(1743.88, 1747.42)", and really partnerships are essential,1743.88,1747.42
"(1747.42, 1749.46)", to making progress in water.,1747.42,1749.46
"(1749.46, 1750.98)"," And again, to making sure that everyone's",1749.46,1750.98
"(1750.98, 1752.84)", kind of heading true north together.,1750.98,1752.84
"(1752.84, 1757.18)"," And so yes, absolutely, this plan will help guide all of us",1752.84,1757.18
"(1757.18, 1758.74)", to make sure we're all headed the same direction,1757.18,1758.74
"(1758.74, 1760.7)", and making progress towards a better future.,1758.74,1760.7
"(1760.7, 1762.26)"," That's a really good point, thank you.",1760.7,1762.26
"(1762.26, 1763.76)"," Thanks, thank you.",1762.26,1763.76
"(1763.76, 1765.76)"," Any other question, Mike question mike yeah a comment",1763.76,1765.76
"(1765.76, 1773.36)", uh again congratulations on your new post and i i echo uh uh commissioner hannah's comments uh,1765.76,1773.36
"(1773.36, 1779.12)", maui county was the first county that established a watershed partnership and the first county that,1773.36,1779.12
