timestamp,text,start_time,end_time
"(514.88, 521.76)", transcriptions uh if that's required that's great it seems like it's a lot of work but we do appreciate,514.88,521.76
"(521.76, 525.52)", the detailed minutes and i'm happy to make a motion to improve the,521.76,525.52
"(525.52, 533.84)", minutes and marks thank you i did see commissioner kagawa viviani um i have some minor corrections,525.52,533.84
"(533.84, 548.76)"," all right go ahead so i i have i don't have them by line number but i have them flagged on a on I'm a doc. I can send it. Just, oh, it's long. Do you want me to identify all of them?",533.84,548.76
"(549.28, 551.58)", Can you just email them to Nadine?,549.28,551.58
"(551.58, 552.16)", I will.,551.58,552.16
"(555.94, 559.42)", Were they substantive comments or are they technical?,555.94,559.42
"(560.24, 560.8)", Technical.,560.24,560.8
"(561.64, 566.72)", Okay. So I'm going to take your word for it assuming it doesn't affect the,561.64,566.72
"(566.72, 573.04)", substantive changes to to the notes do i have a motion to approve the meeting notes of march 21st,566.72,573.04
"(573.04, 580.4)", 2023 subject to the proposed amendments by commissioner kagawa viviani,573.04,580.4
"(582.24, 587.76)", moved to approve do I have a second?,582.24,587.76
"(592.88, 593.6)", Kathy hold up. A motion has been made and seconded to approve the meeting notes. All in favor?,592.88,593.6
"(608.08, 614.72)", Aye. Any opposed? The motion has passed. We will now move on to item C1. It's a move up item it's an informational briefing on the pacific drought knowledge exchange by dr ryan longman university of hawaii sure yes i'll introduce dr longman,608.08,614.72
"(614.72, 622.0)", that will give this presentation thank you very much good morning commissioner chair um,614.72,622.0
"(622.96, 626.52)", like to introduce dr. Ryan Longman,622.96,626.52
"(626.52, 627.88)", with the University of Hawaii.,626.52,627.88
"(627.88, 630.48)", He's also a fellow at the East-West Center,627.88,630.48
"(630.48, 632.72)", and an associate researcher,630.48,632.72
"(632.72, 636.48)", at the Water Resources Research Center up at UH.,632.72,636.48
"(636.48, 637.76)", He's gonna give a great presentation,636.48,637.76
"(637.76, 639.68)", on the Pacific Drought Knowledge Exchange.,637.76,639.68
"(639.68, 642.4)"," So with that, I'll introduce Dr. Longman, right?",639.68,642.4
"(644.36, 645.04)", Thank you very much,644.36,645.04
"(657.36, 669.68)", thank you for being here Dr. Lohman I appreciate you being here in person thank you for having me,657.36,669.68
"(675.84, 681.12)", can everybody see the screen commissioners very good just run it through this way it's,675.84,681.12
"(681.68, 694.24)", jamming on me i'll just run through your slides if that's okay or do you want uh can you put it in powerpoint right try it there you go and i'll just uh okay so um,681.68,694.24
"(694.24, 699.6)", commissioners chair deputies thank you for having me today uh ryan longman i'm a fellow at east west,694.24,699.6
"(699.6, 707.04)", center i'm also associate climatologist at the Water Resources Research Center at UH and I did my,699.6,707.04
"(707.04, 714.32)"," bachelor's degree, my master's degree and PhD at UH. I worked with Tom Giamalucca for my",707.04,714.32
"(714.32, 719.76)", master's in dissertation work. Next slide please. Today I'm here to tell you about a project called,714.32,719.76
"(719.76, 731.76)", the Pacific Drought Knowledge Exchange or the PDKE as we call it. It'sD.: And today i'm going to just give you a brief overview of how we got to this point with the PDK what we're doing now currently and where we're headed and before I really get into the guts of the.,719.76,731.76
"(733.02, 752.84)"," Dr. David Art, M.D.: project, I want to kind of frame this in a jamming in this this idea of the data lifecycle and the data lifecycle is kind of a comprehensive idea of how we understand and look at data and all the many parts of it.",733.02,752.84
"(752.84, 757.04)"," So we have data monitoring, which is basically measuring data in the field.",752.84,757.04
"(757.24, 760.04)"," We're talking temperature, rainfall, all of these different elements.",757.24,760.04
"(760.44, 769.0)"," Folks, I think, are familiar with the Hawaii Mesonet, which is being installed right now with over up to 100 climate stations across Hawaii, led by the Water Resource Research Center and Tom Giambalucca.",760.44,769.0
"(769.0, 777.0)"," Then there's data processing. We get the data. What do we do with it? We have to make sure it's homogenous, that it's we're able to get rid of outliers.",769.0,777.0
"(777.0, 789.52)"," Combined data sets is a huge step to that. Then there's data storage, so where do you keep data so it's safe that you can access it, and then there's data access, meaning how does the general public or people that need it actually",777.0,789.52
"(789.52, 794.16)"," access it. So you need to put a lot of investment into that. Then there's data analysis, so you have",789.52,794.16
"(794.16, 797.28)"," the data now, what do you do with it, how do you detect those trends, how do you do,",794.16,797.28
"(798.8, 801.84)"," you know, find the information that you're looking for in a cohesive manner.",798.8,801.84
"(803.12, 805.74)"," Then there's data products, so once you get to those conclusions,",803.12,805.74
"(805.74, 806.94)", how do you create the products,805.74,806.94
"(806.94, 811.22)", that can show these findings in a way that's digestible,806.94,811.22
"(811.22, 814.74)", by the general public or by anyone for that matter?,811.22,814.74
"(814.74, 817.32)"," And then finally, a big part of this data life cycle",814.74,817.32
"(817.32, 819.56)", and something that my research has moved into considerably,817.32,819.56
"(819.56, 822.28)", over the last couple of years is data dissemination.,819.56,822.28
"(822.28, 824.86)"," So once you have these data products, excuse me,",822.28,824.86
"(826.82, 830.8)"," how do you get them out to the people that need them the most, right? So this is the data",826.82,830.8
"(830.8, 835.18)", life cycle and the project I'm talking about today is kind of encompassing a lot of these,830.8,835.18
"(835.18, 842.8)"," elements. Next slide, please. So how did we get here? Well, some anecdotal evidence over",835.18,842.8
"(842.8, 846.62)", the last couple years has shown us that drought is increasing in Hawaii.,842.8,846.62
"(846.62, 852.34)"," This recent study by Dr. Abby Fraser has showed us that drought frequency is increasing, drought",846.62,852.34
"(852.34, 858.0)"," duration, how long droughts are lasting, and the drought magnitude, how severe the droughts",852.34,858.0
"(858.0, 859.0)", are.,858.0,859.0
"(859.0, 862.14)"," So, this is on a decadal time scale, and we did this analysis a few years ago, and then",859.0,862.14
"(862.14, 865.6)", we updated it recently and just published this paper in the Journal of Sustainability.,862.14,865.6
"(865.92, 869.04)", And it shows us that we are seeing these trends towards a drier,865.92,869.04
"(870.08, 873.72)", climate and more frequent and longer lasting and more powerful droughts.,870.08,873.72
"(875.12, 878.16)", We also had some earlier work before the project launched,875.12,878.16
"(878.64, 883.24)", where the Forest Service put out this technical report on managing the effects of drought in Hawaii,878.64,883.24
"(883.52, 885.34)", and the US-aff US affiliate Pacific Islands.,883.52,885.34
"(885.34, 886.8)", It was a great project.,885.34,886.8
"(886.8, 887.84)"," They looked at drought,",886.8,887.84
"(887.84, 890.26)"," how resource managers were looking,",887.84,890.26
"(890.26, 892.3)"," managing drought in different sectors,",890.26,892.3
"(892.3, 894.0)", but there were some gaps in it.,892.3,894.0
"(894.0, 897.44)", There was also this kind of need for resource managers,894.0,897.44
"(897.44, 899.58)", to be more involved in the process.,897.44,899.58
"(899.58, 903.02)"," Data was identified as hard to get, not easily,",899.58,903.02
"(904.52, 906.8)"," not just get access, but how to analyze it",904.52,906.8
"(906.8, 910.72)", there really was no kind of central clearinghouse of data and there really were no formal,906.8,910.72
"(910.72, 914.64)", communication mechanisms between the research community and the managers on the ground,910.72,914.64
"(915.28, 921.04)", so this uh prompted this idea of a drought knowledge exchange so funding from the pacific,915.28,921.04
"(921.04, 927.96)", islands climate adaptation science center we started started this project to create a knowledge exchange here in Hawaii.,921.04,927.96
"(928.24, 930.72)", And it's based on these four principles.,928.24,930.72
"(930.96, 934.52)", The first one is to kind of provide resource managers with sector specific,930.96,934.52
"(934.72, 939.64)"," or sorry, sector and site specific information about their individual land areas.",934.72,939.64
"(939.64, 942.72)"," So instead of like looking at one map and finding your place on the map,",939.64,942.72
"(943.08, 949.2)", pulling that information out for those individual geographies improved technical assistance so helping resource managers,943.08,949.2
"(949.2, 955.52)", access data that they may not either have the capability to or the time to to access it the,949.2,955.52
"(955.52, 960.0)", third one is to better more comprehensive information so leveraging our knowledge on data,955.52,960.0
"(960.0, 965.28)", and providing more data that may not have been managers may not have been aware of and then a,960.0,965.28
"(965.28, 970.0)", more collaborative transfer information environment we call this co-production and this is a key,965.28,970.0
"(970.0, 974.4)", element of the PDKE and really all of the work that I do now and I'm going to have a slide here,970.0,974.4
"(974.4, 980.72)", just to show you the what this means so a typical information transfer model we have the what I,974.4,980.72
"(980.72, 986.72)", call the ivory tower approach this is when a bunch of scientists get together and they create some type of product,980.72,986.72
"(986.72, 988.4)", and they launch it off the tower,986.72,988.4
"(988.4, 991.26)", and they hope that it lands in some decision-makers hands,988.4,991.26
"(991.26, 993.04)"," and they hope that it's used,",991.26,993.04
"(993.04, 995.02)", but we don't know that's really gonna happen.,993.04,995.02
"(995.02, 996.78)"," You know, it's just kind of brushing your fingers",995.02,996.78
"(996.78, 998.9)", and hoping they move on to the next things.,996.78,998.9
"(998.9, 1001.12)", The other type of model is the loading dock approach,998.9,1001.12
"(1001.12, 1004.5)", where maybe the research manager or the scientist is tasked,1001.12,1004.5
"(1004.5, 1010.48)"," with a particular idea of, okay, do this create this product they create it they back it up and",1004.5,1010.48
"(1010.48, 1016.24)", they um they drop it off to the to the stakeholder and they pull away and they hope that it's useful,1010.48,1016.24
"(1016.24, 1020.56)", right so these are the kind of typically what what gets done in this academic environment,1016.24,1020.56
"(1020.56, 1028.0)", um but we call this a one-way transfer of. What we're doing here is a coproduction model.,1020.56,1028.0
"(1028.0, 1033.0)", This is when the researcher and the decision maker are in conversations from the very beginning.,1028.0,1033.0
"(1033.0, 1039.0)"," And for the PDK project, we kind of actually had some of the decision makers write the proposal with us.",1033.0,1039.0
"(1039.0, 1046.44)", So we work together and then there's a back and forth exchange and the products that are created are then relevant,1039.0,1046.44
"(1046.44, 1048.32)", to the actual decision maker,1046.44,1048.32
"(1048.32, 1050.8)", because they had their input from the very beginning.,1048.32,1050.8
"(1050.8, 1053.14)", And we call this a two-way information transfer,1050.8,1053.14
"(1053.14, 1054.76)", and a co-production model.,1053.14,1054.76
"(1054.76, 1058.08)", And this means that really the scientists,1054.76,1058.08
"(1058.08, 1061.74)", are actively getting feedback as the process continues.,1058.08,1061.74
"(1061.74, 1063.32)"," Next slide, please.",1061.74,1063.32
"(1063.32, 1065.76)"," So we piloted this with three partners in Hawaii,",1063.32,1065.76
"(1066.72, 1072.72)"," Monica Kahalawai on Maui, Pua Vava and the Hawaii Volcanoes on the Big Island.",1066.72,1072.72
"(1072.72, 1079.84)"," And again, the project was funded by the podcast. And we basically met with these",1072.72,1079.84
"(1081.68, 1086.4)", folks early on in the project. We had some stakeholder consultations with them.,1081.68,1086.4
"(1086.4, 1089.9)"," November 19, we went to the Hawaii Volcanoes National Park.",1086.4,1089.9
"(1089.9, 1092.48)"," We went to Pu'u Wa'awa in February,",1089.9,1092.48
"(1092.48, 1095.8)", and then everybody knows what happened in March of 2020.,1092.48,1095.8
"(1095.8, 1099.36)"," We moved to this virtual environment with Mauna Kahala Wai,",1095.8,1099.36
"(1099.36, 1102.68)"," and we had less success with them in the project,",1099.36,1102.68
"(1102.68, 1103.9)", I think maybe because we didn't get,1102.68,1103.9
"(1103.9, 1106.56)"," the initial stakeholder consultation off the ground,",1103.9,1106.56
"(1106.56, 1109.24)", but overall the project was a huge success.,1106.56,1109.24
"(1109.24, 1111.16)", We had a couple of products come out of it.,1109.24,1111.16
"(1111.16, 1114.6)", One of our crown jewels is our CCBD portfolio.,1111.16,1114.6
"(1114.6, 1116.72)", This is a site-specific climate portfolio,1114.6,1116.72
"(1116.72, 1118.56)", for an individual geography.,1116.72,1118.56
"(1118.56, 1121.1)", It contains information about climate.,1118.56,1121.1
"(1122.42, 1124.04)", It's about 35 pages.,1122.42,1124.04
"(1124.04, 1126.66)", It's an automated thing where we go in and we get all of the,1124.04,1126.66
"(1126.66, 1133.64)"," gridded products available, rainfall, temperature, climate, relative humidity, land cover, anything",1126.66,1133.64
"(1133.64, 1138.34)"," that's gridded for the state. And then we put in a shapefile or basically a geographic domain,",1133.64,1138.34
"(1138.72, 1142.86)"," and we pull out all of that information for that individual file. So for example, here,",1138.72,1142.86
"(1142.92, 1145.96)"," Hawaii Volcanoes National Park, we're getting all the information",1142.92,1145.96
"(1145.96, 1147.52)", for just the park boundaries.,1145.96,1147.52
"(1147.52, 1150.32)"," We do this for watersheds, we can do this for,",1147.52,1150.32
"(1150.32, 1152.46)"," you know, forest reserves.",1150.32,1152.46
"(1152.46, 1154.02)", We could do this for elementary schools.,1152.46,1154.02
"(1154.02, 1155.7)", We could do this for anywhere in the state.,1154.02,1155.7
"(1155.7, 1157.98)", We've made about over a hundred of these portfolios,1155.7,1157.98
"(1157.98, 1159.28)", for folks so far.,1157.98,1159.28
"(1159.28, 1160.72)", They contain a bunch of information,1159.28,1160.72
"(1160.72, 1162.38)", like climate characteristics.,1160.72,1162.38
"(1162.38, 1165.44)", They have monthly rainfall rainfall temperature trend variability,1162.38,1165.44
"(1165.44, 1169.68)", ecological stuff we have the future climate projections of rainfall and temperature,1165.44,1169.68
"(1169.68, 1175.44)", historical drought time series and data and then we even have some analyses and summaries we have,1169.68,1175.44
"(1175.44, 1180.4)", a paragraph that you can cut out of the portfolio and put right into your proposal if you wanted to,1175.44,1180.4
"(1180.4, 1185.0)"," describe what's going on with your individual geography. Next slide, please.",1180.4,1185.0
"(1185.0, 1187.76)", We've also created these plain language fact sheets for all,1185.0,1187.76
"(1187.76, 1190.44)", both of our stakeholders in the pilot project.,1187.76,1190.44
"(1190.72, 1194.2)"," We have plain language information about El Nino, future climates,",1190.72,1194.2
"(1194.2, 1198.68)"," historical drought, fire risk, and these were created also in the co-production model.",1194.2,1198.68
"(1198.88, 1201.44)"," And in particularly like Hawaii Volcanoes National Park,",1198.88,1201.44
"(1201.44, 1203.56)", they wanted fact sheets to give to their employees,1201.44,1203.56
"(1203.84, 1205.6)", and they didn't want them to be gloom and doom.,1203.84,1205.6
"(1205.6, 1207.08)"," They wanted them to be empowering,",1205.6,1207.08
"(1207.08, 1208.48)"," teach them about natural resources,",1207.08,1208.48
"(1208.48, 1210.22)"," about climate and weather,",1208.48,1210.22
"(1210.22, 1212.4)", and have them feel like they can be empowered,1210.22,1212.4
"(1212.4, 1216.16)", to make resource management decisions to protect the park.,1212.4,1216.16
"(1216.16, 1218.22)", Pula Va Va works with a lot of community groups.,1216.16,1218.22
"(1218.22, 1221.1)", They wanted their fact sheets very plain language.,1218.22,1221.1
"(1221.1, 1222.76)", They wanted the community to be able to connect,1221.1,1222.76
"(1222.76, 1225.12)", with the science and the um the,1222.76,1225.12
"(1225.12, 1230.24)", data that is associated with this particular area so the fact sheets were a pretty big success as,1225.12,1230.24
"(1230.24, 1236.16)", well we also did a drought needs assessment um where you know a master's student melissa coons,1230.24,1236.16
"(1236.96, 1241.2)", basically went around and interviewed folks across the state and she also created a few fact sheets,1236.96,1241.2
"(1241.2, 1245.52)", and she created this drought needs assessment we had Dr. Katie Kamelamela,1241.2,1245.52
"(1245.52, 1252.96)", provide information on um on indigenous drought knowledge assessments and we are preparing this,1245.52,1252.96
"(1252.96, 1257.76)", into a formal report which we'll be publishing uh this summer as soon as things kind of die down,1252.96,1257.76
"(1257.76, 1263.84)", from the from the semester we also ran a adaptation planning and practice course an eight-week course,1257.76,1263.84
"(1263.84, 1268.16)", here in Hawaii with about 40 different participants from different organizations.,1263.84,1268.16
"(1268.16, 1276.08)"," The project was based on teaching folks how to go through this workbook process of how to adapt to climate change under different,",1268.16,1276.08
"(1276.08, 1281.32)", with a different kind of scenarios and different options on how they best want to manage their land.,1276.08,1281.32
"(1281.32, 1287.76)"," It was put on by the, by NIACS, which is a federal agency on the mainland.",1281.32,1287.76
"(1288.88, 1293.92)"," We have published this also this workshop in BAMS, which is a high scientific journal,",1288.88,1293.92
"(1294.64, 1298.48)", high level kind of plain language journal. And that was kind of a big accomplishment for the,1294.64,1298.48
"(1298.48, 1308.34)"," project and for to get Hawaii in this example, put up on this national stage. Next slide, please. We also translated the fact sheets into a little Hawaii.",1298.48,1308.34
"(1308.34, 1311.26)"," Alyssa, Dr. Alyssa Anderson did the translations",1308.34,1311.26
"(1311.26, 1313.92)", and these are also been well-received by the community.,1311.26,1313.92
"(1313.92, 1317.3)"," She translated all 10 fact sheets on a really,",1313.92,1317.3
"(1317.3, 1320.98)", what was a monumental effort on doing this.,1317.3,1320.98
"(1320.98, 1324.54)"," But yeah, she's recently joined the PDK team full time.",1320.98,1324.54
"(1326.88, 1331.28)"," All right, so that's everything we did to this point what are we doing now we're keeping pretty busy uh this is our stewardship",1326.88,1331.28
"(1331.28, 1336.48)"," team we meet about once a week uh to kind of keep things going Dr. Abby Frazier, Clark University and",1331.28,1336.48
"(1336.48, 1341.28)", UH and Dr. Christian Giardina at the U.S. Forest Service and Dr. Alyssa Anderson and then these,1336.48,1341.28
"(1341.28, 1345.52)", technical folks who are supporting a lot of the projects as well.,1341.28,1345.52
"(1349.12, 1349.68)"," Well, first project we're working on is the Hawaii Rangeland Information Portal.",1349.12,1349.68
"(1354.88, 1359.52)"," This is a decision support tool for ranchers. It helps ranchers effectively manage their drought by getting easy access to data and planning for drought by, you know, getting information about,",1354.88,1359.52
"(1360.08, 1364.0)"," you know, forage production and trying to just understand their geography and their climate",1360.08,1364.0
"(1364.0, 1368.8)", better. So this is the portal. We're going to launch it in the fall at the hawaii cattlemen's,1364.0,1368.8
"(1368.8, 1373.12)", council meeting but basically a real snapshot of this is you pick an individual geography,1368.8,1373.12
"(1373.68, 1379.36)", you can get a three-month projection of what rainfall and forage production is going to be like,1373.68,1379.36
"(1379.36, 1384.8)", based on el nino what's going on in the current um in the atmosphere and what has happened in the,1379.36,1384.8
"(1384.8, 1385.2)"," past so it's an almanac perspective it doesn't say use something fancy to tell, what's going on in the current in the atmosphere and what has happened in the past.",1384.8,1385.2
"(1385.2, 1389.36)", So it's an almanac perspective. It doesn't say use something fancy to tell you what's going to,1385.2,1389.36
"(1389.36, 1393.52)", happen in the future. It says this is what happened in the past during a strong El Nino.,1389.36,1393.52
"(1393.52, 1397.52)", This is what we expect in the future. You can enter in information about how many cattle you're,1393.52,1397.52
"(1397.52, 1402.72)"," managing, what kind of grass you have, and you can get an output of what your site's going to look",1397.52,1402.72
"(1402.72, 1409.84)"," like, how many grazing days you're expected to have. The portal also has a bunch of other information about site-specific stuff. And",1402.72,1409.84
"(1409.84, 1417.68)"," one thing we're working on now is a dashboard for folks in the field to, or actually anybody,",1409.84,1417.68
"(1417.68, 1424.32)"," ranchers, agricultural producers, anybody that wants easy to read, simple climate information",1417.68,1424.32
"(1424.32, 1435.66)"," in the palm of their hand. We're developing a phone app for this also. They can look on this and see what was yesterday's rainfall, what was last month's rainfall, and is that rainfall wetter or drier than it is usual.",1424.32,1435.66
"(1437.58, 1447.32)"," We also have temperature. What was yesterday's temperature? Is the temperature warmer than it usually is? What's the minimum? What's the maximum? We have a 12 month drought outlook here, right?",1437.58,1447.32
"(1447.32, 1449.0)"," There's no, this is a fancy metric,",1447.32,1449.0
"(1449.0, 1450.12)", but we got rid of all that.,1449.0,1450.12
"(1450.12, 1452.04)", Is it drought or is it no drought?,1450.12,1452.04
"(1452.04, 1454.04)", And how many months are we in drought?,1452.04,1454.04
"(1454.04, 1456.68)"," And then finally, we have our information about El Nino.",1454.04,1456.68
"(1456.68, 1459.08)", What did we expect here for this particular month?,1456.68,1459.08
"(1459.08, 1460.6)", What's the historical average?,1459.08,1460.6
"(1460.6, 1462.56)", What's the wet La Nina average?,1460.6,1462.56
"(1462.56, 1464.48)", And what's the wet La Nina minimum?,1462.56,1464.48
"(1464.48, 1473.0)", So we're providing folks not only just just the average but what what what could potentially happen and this is still in development we're working on ways to make it intuitive.,1464.48,1473.0
"(1473.0, 1486.16)", We have some stakeholder consultation with ranchers coming up in June where we're going to sit down with them and really figure out how to make this work in a way that's meaningful to them. Also upgrading our CCVD portfolios.,1473.0,1486.16
"(1486.16, 1488.56)"," Like I said, we've made about a hundred of these,",1486.16,1488.56
"(1488.56, 1490.52)"," probably 120, 30 at this point",1488.56,1490.52
"(1490.52, 1492.4)"," for everybody across the state that you can imagine,",1490.52,1492.4
"(1492.4, 1494.08)"," but there's still much more to do,",1492.4,1494.08
"(1494.08, 1496.24)"," but we've added about five or 10 new slides,",1494.08,1496.24
"(1496.24, 1498.1)"," new data, new information.",1496.24,1498.1
"(1498.1, 1500.74)", We are also bringing in a cultural knowledge.,1498.1,1500.74
"(1500.74, 1503.24)", We have Dr. Alyssa Anderson's helping us with this.,1500.74,1503.24
"(1503.24, 1515.0)"," We're actually pulling Ahupua our poor information and providing that to to folks to let them know the names, the Hawaiian names of their hope, who are that their geography is listed in there might be several of them and providing",1503.24,1515.0
"(1515.0, 1518.0)", some cultural information in the portfolios as well.,1515.0,1518.0
"(1518.0, 1529.44)"," The third project, which is not so relevant maybe here but we are scaling up some work in the US. We're making some rainfall maps for Guam. We are also creating fact sheets for Guam.",1518.0,1529.44
"(1529.44, 1532.88)", We have a proposal in right now to do some work in American Samoa as well.,1529.44,1532.88
"(1533.52, 1538.8)"," And the fourth project, we are scaling up the PDKE in Hawaii. We are working with some additional",1533.52,1538.8
"(1538.8, 1542.72)"," partners. It took us a while to kind of mobilize this funding, but we are going to be doing the",1538.8,1542.72
"(1542.72, 1547.52)", same things that we were doing with Pula Vava and hawaii volcanoes national park with other partners that we've,1542.72,1547.52
"(1547.52, 1554.0)", identified so where are we headed now with this um aside from all the things we're currently working,1547.52,1554.0
